"Age","Sex","Deaths","Population","CR","YearGroup","Mechanism"
75,"Male",495,7972386,6.21,"2015-2022","Non-Firearm"
75,"Female",293,9526894,3.08,"2015-2022","Non-Firearm"
76,"Male",446,7108177,6.27,"2015-2022","Non-Firearm"
76,"Female",263,8646414,3.04,"2015-2022","Non-Firearm"
77,"Male",449,6617943,6.79,"2015-2022","Non-Firearm"
77,"Female",233,8170518,2.85,"2015-2022","Non-Firearm"
78,"Male",395,6106800,6.47,"2015-2022","Non-Firearm"
78,"Female",216,7665736,2.82,"2015-2022","Non-Firearm"
79,"Male",364,5592922,6.51,"2015-2022","Non-Firearm"
79,"Female",213,7151472,2.98,"2015-2022","Non-Firearm"
80,"Male",312,5037857,6.19,"2015-2022","Non-Firearm"
80,"Female",161,6588940,2.44,"2015-2022","Non-Firearm"
81,"Male",299,4555978,6.56,"2015-2022","Non-Firearm"
81,"Female",170,6104635,2.79,"2015-2022","Non-Firearm"
82,"Male",300,4132721,7.26,"2015-2022","Non-Firearm"
82,"Female",132,5685681,2.32,"2015-2022","Non-Firearm"
83,"Male",260,3740757,6.95,"2015-2022","Non-Firearm"
83,"Female",122,5295634,2.3,"2015-2022","Non-Firearm"
84,"Male",256,3365918,7.61,"2015-2022","Non-Firearm"
84,"Female",136,4921087,2.76,"2015-2022","Non-Firearm"
12,"Female",NA,14552397,NA,"2001-2007","Total"
12,"Male",196,15278366,1.29,"2001-2007","Total"
13,"Female",141,14562264,0.97,"2001-2007","Total"
13,"Male",346,15292379,2.26,"2001-2007","Total"
14,"Female",241,14499825,1.66,"2001-2007","Total"
14,"Male",540,15243369,3.55,"2001-2007","Total"
15,"Female",344,14535499,2.37,"2001-2007","Total"
15,"Male",864,15311749,5.65,"2001-2007","Total"
16,"Female",388,14505660,2.67,"2001-2007","Total"
16,"Male",1293,15345857,8.42,"2001-2007","Total"
17,"Female",391,14338504,2.73,"2001-2007","Total"
17,"Male",1712,15258639,11.22,"2001-2007","Total"
18,"Female",396,14297744,2.77,"2001-2007","Total"
18,"Male",2281,15225999,14.98,"2001-2007","Total"
19,"Female",463,14306181,3.24,"2001-2007","Total"
19,"Male",2828,15202278,18.61,"2001-2007","Total"
20,"Female",445,14248504,3.12,"2001-2007","Total"
20,"Male",2802,15087514,18.57,"2001-2007","Total"
21,"Female",533,14284549,3.73,"2001-2007","Total"
21,"Male",3218,15046137,21.39,"2001-2007","Total"
22,"Female",498,14141719,3.53,"2001-2007","Total"
22,"Male",3140,14825512,21.18,"2001-2007","Total"
23,"Female",512,14011043,3.65,"2001-2007","Total"
23,"Male",3101,14579129,21.27,"2001-2007","Total"
24,"Female",531,13923790,3.82,"2001-2007","Total"
24,"Male",3086,14365171,21.48,"2001-2007","Total"
25,"Female",587,13832897,4.24,"2001-2007","Total"
25,"Male",2949,14136309,20.87,"2001-2007","Total"
26,"Female",533,13621847,3.91,"2001-2007","Total"
26,"Male",2869,13802069,20.78,"2001-2007","Total"
27,"Female",578,13460164,4.29,"2001-2007","Total"
27,"Male",2802,13589471,20.62,"2001-2007","Total"
28,"Female",623,13219942,4.71,"2001-2007","Total"
28,"Male",2767,13399979,20.65,"2001-2007","Total"
29,"Female",603,13159116,4.59,"2001-2007","Total"
29,"Male",2799,13354867,20.96,"2001-2007","Total"
30,"Female",654,13540954,4.83,"2001-2007","Total"
30,"Male",2842,13763080,20.65,"2001-2007","Total"
31,"Female",657,13699986,4.79,"2001-2007","Total"
31,"Male",2945,13832867,21.29,"2001-2007","Total"
32,"Female",735,14049007,5.23,"2001-2007","Total"
32,"Male",2878,14153704,20.33,"2001-2007","Total"
33,"Female",730,14156369,5.16,"2001-2007","Total"
33,"Male",3025,14225028,21.26,"2001-2007","Total"
34,"Female",776,14329222,5.42,"2001-2007","Total"
34,"Male",3156,14372008,21.96,"2001-2007","Total"
35,"Female",811,14547532,5.58,"2001-2007","Total"
35,"Male",3217,14596865,22.04,"2001-2007","Total"
36,"Female",869,14775564,5.88,"2001-2007","Total"
36,"Male",3098,14764600,20.98,"2001-2007","Total"
37,"Female",891,14906835,5.98,"2001-2007","Total"
37,"Male",3373,14846225,22.72,"2001-2007","Total"
38,"Female",908,15040463,6.04,"2001-2007","Total"
38,"Male",3473,14917932,23.28,"2001-2007","Total"
39,"Female",1095,15291828,7.16,"2001-2007","Total"
39,"Male",3518,15141736,23.24,"2001-2007","Total"
40,"Female",1091,15584153,7,"2001-2007","Total"
40,"Male",3727,15370961,24.25,"2001-2007","Total"
41,"Female",1193,15932239,7.49,"2001-2007","Total"
41,"Male",3800,15720628,24.17,"2001-2007","Total"
42,"Female",1166,16097378,7.24,"2001-2007","Total"
42,"Male",3873,15852660,24.44,"2001-2007","Total"
43,"Female",1254,16156753,7.77,"2001-2007","Total"
43,"Male",3879,15856716,24.46,"2001-2007","Total"
44,"Female",1341,16066420,8.34,"2001-2007","Total"
44,"Male",4012,15724774,25.51,"2001-2007","Total"
45,"Female",1299,15945105,8.15,"2001-2007","Total"
45,"Male",3875,15564779,24.89,"2001-2007","Total"
46,"Female",1272,15870720,8.01,"2001-2007","Total"
46,"Male",3885,15501380,25.06,"2001-2007","Total"
47,"Female",1312,15681235,8.37,"2001-2007","Total"
47,"Male",3975,15279018,26.02,"2001-2007","Total"
48,"Female",1272,15337964,8.3,"2001-2007","Total"
48,"Male",3822,14862623,25.72,"2001-2007","Total"
49,"Female",1262,15063489,8.38,"2001-2007","Total"
49,"Male",3695,14565284,25.37,"2001-2007","Total"
50,"Female",1179,14673162,8.03,"2001-2007","Total"
50,"Male",3554,14110555,25.19,"2001-2007","Total"
51,"Female",1171,14400601,8.13,"2001-2007","Total"
51,"Male",3413,13843473,24.65,"2001-2007","Total"
52,"Female",1086,14042246,7.74,"2001-2007","Total"
52,"Male",3394,13444026,25.24,"2001-2007","Total"
53,"Female",1043,13729376,7.59,"2001-2007","Total"
53,"Male",3193,13111244,24.36,"2001-2007","Total"
54,"Female",1002,13585978,7.38,"2001-2007","Total"
54,"Male",3128,12938029,24.17,"2001-2007","Total"
55,"Female",954,12934953,7.38,"2001-2007","Total"
55,"Male",2859,12246837,23.35,"2001-2007","Total"
56,"Female",807,12450680,6.48,"2001-2007","Total"
56,"Male",2732,11779893,23.19,"2001-2007","Total"
57,"Female",823,11918351,6.91,"2001-2007","Total"
57,"Male",2536,11234878,22.58,"2001-2007","Total"
58,"Female",756,11477511,6.59,"2001-2007","Total"
58,"Male",2542,10763052,23.62,"2001-2007","Total"
59,"Female",710,10910131,6.51,"2001-2007","Total"
59,"Male",2346,10172225,23.07,"2001-2007","Total"
60,"Female",667,10226922,6.53,"2001-2007","Total"
60,"Male",2153,9462705,22.76,"2001-2007","Total"
61,"Female",547,9569147,5.71,"2001-2007","Total"
61,"Male",1947,8806249,22.11,"2001-2007","Total"
62,"Female",482,9246866,5.21,"2001-2007","Total"
62,"Male",1715,8450687,20.3,"2001-2007","Total"
63,"Female",481,8917884,5.4,"2001-2007","Total"
63,"Male",1611,8095054,19.9,"2001-2007","Total"
64,"Female",410,8499124,4.82,"2001-2007","Total"
64,"Male",1573,7659669,20.54,"2001-2007","Total"
65,"Female",363,8080646,4.5,"2001-2007","Total"
65,"Male",1453,7204022,20.17,"2001-2007","Total"
66,"Female",329,7797203,4.22,"2001-2007","Total"
66,"Male",1428,6894442,20.71,"2001-2007","Total"
67,"Female",335,7535374,4.45,"2001-2007","Total"
67,"Male",1403,6602519,21.25,"2001-2007","Total"
68,"Female",279,7301002,3.83,"2001-2007","Total"
68,"Male",1362,6317351,21.56,"2001-2007","Total"
69,"Female",255,7111866,3.59,"2001-2007","Total"
69,"Male",1386,6062453,22.86,"2001-2007","Total"
70,"Female",278,6911982,4.02,"2001-2007","Total"
70,"Male",1310,5803848,22.57,"2001-2007","Total"
71,"Female",279,6852190,4.07,"2001-2007","Total"
71,"Male",1311,5676321,23.09,"2001-2007","Total"
72,"Female",251,6707662,3.74,"2001-2007","Total"
72,"Male",1354,5456566,24.81,"2001-2007","Total"
73,"Female",238,6580626,3.61,"2001-2007","Total"
73,"Male",1423,5260054,27.06,"2001-2007","Total"
74,"Female",215,6484787,3.31,"2001-2007","Total"
74,"Male",1429,5083554,28.11,"2001-2007","Total"
75,"Female",253,6338201,3.99,"2001-2007","Total"
75,"Male",1492,4848306,30.78,"2001-2007","Total"
76,"Female",284,6259416,4.54,"2001-2007","Total"
76,"Male",1443,4676088,30.86,"2001-2007","Total"
77,"Female",223,6091460,3.67,"2001-2007","Total"
77,"Male",1424,4422049,32.2,"2001-2007","Total"
78,"Female",231,5874683,3.93,"2001-2007","Total"
78,"Male",1396,4146023,33.67,"2001-2007","Total"
79,"Female",214,5663996,3.78,"2001-2007","Total"
79,"Male",1335,3875813,34.45,"2001-2007","Total"
80,"Female",210,5383986,3.9,"2001-2007","Total"
80,"Male",1301,3563912,36.51,"2001-2007","Total"
81,"Female",202,5124415,3.95,"2001-2007","Total"
81,"Male",1253,3271535,38.3,"2001-2007","Total"
82,"Female",205,4763663,4.31,"2001-2007","Total"
82,"Male",1240,2927301,42.36,"2001-2007","Total"
83,"Female",196,4397390,4.46,"2001-2007","Total"
83,"Male",1060,2611090,40.6,"2001-2007","Total"
84,"Female",135,3989591,3.39,"2001-2007","Total"
84,"Male",983,2273367,43.24,"2001-2007","Total"
12,"Female",NA,14149656,NA,"2008-2014","Total"
12,"Male",223,14787575,1.51,"2008-2014","Total"
13,"Female",224,14235929,1.58,"2008-2014","Total"
13,"Male",402,14896737,2.7,"2008-2014","Total"
14,"Female",319,14254903,2.23,"2008-2014","Total"
14,"Male",666,14943371,4.46,"2008-2014","Total"
15,"Female",476,14361488,3.32,"2008-2014","Total"
15,"Male",1004,15075757,6.66,"2008-2014","Total"
16,"Female",538,14546262,3.7,"2008-2014","Total"
16,"Male",1409,15294888,9.21,"2008-2014","Total"
17,"Female",493,14726424,3.35,"2008-2014","Total"
17,"Male",1842,15537658,11.86,"2008-2014","Total"
18,"Female",518,15040706,3.44,"2008-2014","Total"
18,"Male",2394,15860442,15.1,"2008-2014","Total"
19,"Female",583,15238395,3.83,"2008-2014","Total"
19,"Male",2844,16042825,17.73,"2008-2014","Total"
20,"Female",647,15221609,4.25,"2008-2014","Total"
20,"Male",3069,16001818,19.18,"2008-2014","Total"
21,"Female",700,15227582,4.6,"2008-2014","Total"
21,"Male",3447,15973123,21.58,"2008-2014","Total"
22,"Female",748,15157077,4.93,"2008-2014","Total"
22,"Male",3681,15870035,23.2,"2008-2014","Total"
23,"Female",694,15063451,4.61,"2008-2014","Total"
23,"Male",3626,15715670,23.07,"2008-2014","Total"
24,"Female",728,14905241,4.88,"2008-2014","Total"
24,"Male",3490,15497015,22.52,"2008-2014","Total"
25,"Female",737,14808484,4.98,"2008-2014","Total"
25,"Male",3478,15323880,22.7,"2008-2014","Total"
26,"Female",767,14736178,5.21,"2008-2014","Total"
26,"Male",3562,15131651,23.54,"2008-2014","Total"
27,"Female",811,14840739,5.46,"2008-2014","Total"
27,"Male",3353,15095415,22.22,"2008-2014","Total"
28,"Female",831,14826649,5.6,"2008-2014","Total"
28,"Male",3444,15027557,22.92,"2008-2014","Total"
29,"Female",851,14677331,5.8,"2008-2014","Total"
29,"Male",3405,14845608,22.93,"2008-2014","Total"
30,"Female",851,14613733,5.82,"2008-2014","Total"
30,"Male",3258,14802910,22.01,"2008-2014","Total"
31,"Female",856,14386329,5.95,"2008-2014","Total"
31,"Male",3329,14478076,22.99,"2008-2014","Total"
32,"Female",838,14308012,5.86,"2008-2014","Total"
32,"Male",3161,14365015,22.01,"2008-2014","Total"
33,"Female",844,14115763,5.98,"2008-2014","Total"
33,"Male",3178,14140911,22.47,"2008-2014","Total"
34,"Female",862,13954633,6.18,"2008-2014","Total"
34,"Male",3177,13953390,22.77,"2008-2014","Total"
35,"Female",923,13790316,6.69,"2008-2014","Total"
35,"Male",3159,13766489,22.95,"2008-2014","Total"
36,"Female",925,13814558,6.7,"2008-2014","Total"
36,"Male",3212,13730920,23.39,"2008-2014","Total"
37,"Female",934,14014975,6.66,"2008-2014","Total"
37,"Male",3405,13884445,24.53,"2008-2014","Total"
38,"Female",1009,14246003,7.09,"2008-2014","Total"
38,"Male",3374,14114209,23.91,"2008-2014","Total"
39,"Female",1089,14422840,7.55,"2008-2014","Total"
39,"Male",3589,14287995,25.12,"2008-2014","Total"
40,"Female",1132,14456026,7.83,"2008-2014","Total"
40,"Male",3503,14295467,24.51,"2008-2014","Total"
41,"Female",1214,14584654,8.33,"2008-2014","Total"
41,"Male",3682,14403228,25.57,"2008-2014","Total"
42,"Female",1158,14739505,7.86,"2008-2014","Total"
42,"Male",3865,14570203,26.52,"2008-2014","Total"
43,"Female",1322,14962806,8.84,"2008-2014","Total"
43,"Male",3799,14780803,25.7,"2008-2014","Total"
44,"Female",1292,15047743,8.59,"2008-2014","Total"
44,"Male",3988,14834316,26.88,"2008-2014","Total"
45,"Female",1389,15133954,9.18,"2008-2014","Total"
45,"Male",4077,14854368,27.45,"2008-2014","Total"
46,"Female",1389,15314778,9.07,"2008-2014","Total"
46,"Male",4347,15001731,28.98,"2008-2014","Total"
47,"Female",1479,15610147,9.47,"2008-2014","Total"
47,"Male",4333,15251362,28.42,"2008-2014","Total"
48,"Female",1560,15889191,9.82,"2008-2014","Total"
48,"Male",4556,15489883,29.41,"2008-2014","Total"
49,"Female",1577,16082612,9.81,"2008-2014","Total"
49,"Male",4729,15633885,30.25,"2008-2014","Total"
50,"Female",1615,16083812,10.05,"2008-2014","Total"
50,"Male",4715,15569557,30.28,"2008-2014","Total"
51,"Female",1588,16077137,9.88,"2008-2014","Total"
51,"Male",4803,15521618,30.95,"2008-2014","Total"
52,"Female",1625,15954345,10.19,"2008-2014","Total"
52,"Male",4728,15339427,30.83,"2008-2014","Total"
53,"Female",1556,15815820,9.84,"2008-2014","Total"
53,"Male",4615,15179481,30.4,"2008-2014","Total"
54,"Female",1538,15642467,9.83,"2008-2014","Total"
54,"Male",4580,14950865,30.63,"2008-2014","Total"
55,"Female",1488,15273294,9.75,"2008-2014","Total"
55,"Male",4401,14482734,30.39,"2008-2014","Total"
56,"Female",1423,14955708,9.52,"2008-2014","Total"
56,"Male",4333,14129436,30.67,"2008-2014","Total"
57,"Female",1295,14591602,8.88,"2008-2014","Total"
57,"Male",3970,13717540,28.94,"2008-2014","Total"
58,"Female",1137,14232572,7.99,"2008-2014","Total"
58,"Male",3933,13322070,29.52,"2008-2014","Total"
59,"Female",1162,13828367,8.41,"2008-2014","Total"
59,"Male",3681,12880705,28.57,"2008-2014","Total"
60,"Female",1070,13409791,7.98,"2008-2014","Total"
60,"Male",3527,12422689,28.39,"2008-2014","Total"
61,"Female",953,13229866,7.2,"2008-2014","Total"
61,"Male",3235,12234150,26.44,"2008-2014","Total"
62,"Female",791,12659703,6.25,"2008-2014","Total"
62,"Male",2733,11654564,23.45,"2008-2014","Total"
63,"Female",757,11987069,6.32,"2008-2014","Total"
63,"Male",2627,10984765,23.92,"2008-2014","Total"
64,"Female",722,11481410,6.29,"2008-2014","Total"
64,"Male",2543,10477775,24.28,"2008-2014","Total"
65,"Female",659,11065275,5.96,"2008-2014","Total"
65,"Male",2346,10027174,23.4,"2008-2014","Total"
66,"Female",615,10486432,5.86,"2008-2014","Total"
66,"Male",2239,9443198,23.72,"2008-2014","Total"
67,"Female",546,9804509,5.57,"2008-2014","Total"
67,"Male",2012,8755921,22.98,"2008-2014","Total"
68,"Female",486,9040243,5.38,"2008-2014","Total"
68,"Male",1976,7986396,24.74,"2008-2014","Total"
69,"Female",440,8672914,5.07,"2008-2014","Total"
69,"Male",1833,7587876,24.16,"2008-2014","Total"
70,"Female",395,8257595,4.78,"2008-2014","Total"
70,"Male",1828,7147991,25.57,"2008-2014","Total"
71,"Female",371,7858096,4.73,"2008-2014","Total"
71,"Male",1701,6733978,25.27,"2008-2014","Total"
72,"Female",329,7348359,4.48,"2008-2014","Total"
72,"Male",1606,6212397,25.86,"2008-2014","Total"
73,"Female",304,7022125,4.33,"2008-2014","Total"
73,"Male",1675,5855163,28.61,"2008-2014","Total"
74,"Female",260,6681922,3.89,"2008-2014","Total"
74,"Male",1521,5494926,27.68,"2008-2014","Total"
75,"Female",269,6352262,4.23,"2008-2014","Total"
75,"Male",1487,5136072,28.96,"2008-2014","Total"
76,"Female",243,6116936,3.97,"2008-2014","Total"
76,"Male",1427,4854183,29.4,"2008-2014","Total"
77,"Female",227,5872145,3.87,"2008-2014","Total"
77,"Male",1371,4562740,30.04,"2008-2014","Total"
78,"Female",207,5686677,3.64,"2008-2014","Total"
78,"Male",1338,4321472,30.97,"2008-2014","Total"
79,"Female",218,5479853,3.98,"2008-2014","Total"
79,"Male",1368,4058516,33.71,"2008-2014","Total"
80,"Female",194,5224413,3.71,"2008-2014","Total"
80,"Male",1327,3766953,35.23,"2008-2014","Total"
81,"Female",200,5059927,3.95,"2008-2014","Total"
81,"Male",1326,3537625,37.48,"2008-2014","Total"
82,"Female",189,4830467,3.92,"2008-2014","Total"
82,"Male",1266,3259498,38.85,"2008-2014","Total"
83,"Female",166,4595069,3.61,"2008-2014","Total"
83,"Male",1215,2990102,40.63,"2008-2014","Total"
84,"Female",162,4317681,3.76,"2008-2014","Total"
84,"Male",1124,2695602,41.69,"2008-2014","Total"
12,"Female",302,16396568,1.84,"2015-2022","Total"
12,"Male",384,17142380,2.24,"2015-2022","Total"
13,"Female",488,16475942,2.96,"2015-2022","Total"
13,"Male",716,17220886,4.16,"2015-2022","Total"
14,"Female",612,16545705,3.7,"2015-2022","Total"
14,"Male",1221,17288121,7.07,"2015-2022","Total"
15,"Female",746,16554179,4.51,"2015-2022","Total"
15,"Male",1740,17300749,10.05,"2015-2022","Total"
16,"Female",865,16545661,5.23,"2015-2022","Total"
16,"Male",2193,17299669,12.68,"2015-2022","Total"
17,"Female",835,16577395,5.04,"2015-2022","Total"
17,"Male",2602,17352098,14.99,"2015-2022","Total"
18,"Female",885,16740789,5.29,"2015-2022","Total"
18,"Male",3243,17507192,18.53,"2015-2022","Total"
19,"Female",922,16987029,5.43,"2015-2022","Total"
19,"Male",3975,17754611,22.39,"2015-2022","Total"
20,"Female",951,17211838,5.53,"2015-2022","Total"
20,"Male",4160,17997999,23.11,"2015-2022","Total"
21,"Female",1081,17331350,6.24,"2015-2022","Total"
21,"Male",5117,18177217,28.15,"2015-2022","Total"
22,"Female",1123,17301582,6.5,"2015-2022","Total"
22,"Male",5179,18211942,28.44,"2015-2022","Total"
23,"Female",1116,17349991,6.43,"2015-2022","Total"
23,"Male",5192,18290306,28.39,"2015-2022","Total"
24,"Female",1106,17534498,6.31,"2015-2022","Total"
24,"Male",5230,18459721,28.34,"2015-2022","Total"
25,"Female",1204,17757330,6.78,"2015-2022","Total"
25,"Male",5255,18634391,28.2,"2015-2022","Total"
26,"Female",1166,17911451,6.51,"2015-2022","Total"
26,"Male",5242,18732071,27.99,"2015-2022","Total"
27,"Female",1145,18018648,6.36,"2015-2022","Total"
27,"Male",5261,18761111,28.04,"2015-2022","Total"
28,"Female",1278,18038812,7.08,"2015-2022","Total"
28,"Male",5126,18703915,27.41,"2015-2022","Total"
29,"Female",1291,18004482,7.17,"2015-2022","Total"
29,"Male",5174,18607804,27.8,"2015-2022","Total"
30,"Female",1285,17963832,7.15,"2015-2022","Total"
30,"Male",5228,18502407,28.25,"2015-2022","Total"
31,"Female",1362,17825531,7.64,"2015-2022","Total"
31,"Male",5201,18302397,28.42,"2015-2022","Total"
32,"Female",1375,17693294,7.77,"2015-2022","Total"
32,"Male",5144,18116850,28.39,"2015-2022","Total"
33,"Female",1308,17563227,7.45,"2015-2022","Total"
33,"Male",5099,17934346,28.43,"2015-2022","Total"
34,"Female",1251,17473545,7.16,"2015-2022","Total"
34,"Male",4924,17788701,27.68,"2015-2022","Total"
35,"Female",1299,17431670,7.46,"2015-2022","Total"
35,"Male",4910,17719637,27.71,"2015-2022","Total"
36,"Female",1396,17308724,8.07,"2015-2022","Total"
36,"Male",4893,17552541,27.87,"2015-2022","Total"
37,"Female",1418,17142894,8.28,"2015-2022","Total"
37,"Male",4737,17342916,27.31,"2015-2022","Total"
38,"Female",1332,16958988,7.86,"2015-2022","Total"
38,"Male",4680,17113786,27.35,"2015-2022","Total"
39,"Female",1314,16750622,7.84,"2015-2022","Total"
39,"Male",4712,16874226,27.93,"2015-2022","Total"
40,"Female",1376,16524119,8.33,"2015-2022","Total"
40,"Male",4553,16605732,27.42,"2015-2022","Total"
41,"Female",1316,16289011,8.08,"2015-2022","Total"
41,"Male",4501,16321971,27.58,"2015-2022","Total"
42,"Female",1337,16112079,8.3,"2015-2022","Total"
42,"Male",4344,16089100,27,"2015-2022","Total"
43,"Female",1381,16021878,8.62,"2015-2022","Total"
43,"Male",4367,15954063,27.37,"2015-2022","Total"
44,"Female",1410,16124162,8.75,"2015-2022","Total"
44,"Male",4432,16019541,27.67,"2015-2022","Total"
45,"Female",1438,16255916,8.85,"2015-2022","Total"
45,"Male",4510,16125584,27.97,"2015-2022","Total"
46,"Female",1553,16314685,9.52,"2015-2022","Total"
46,"Male",4616,16173236,28.54,"2015-2022","Total"
47,"Female",1527,16394212,9.31,"2015-2022","Total"
47,"Male",4631,16244284,28.51,"2015-2022","Total"
48,"Female",1600,16464696,9.72,"2015-2022","Total"
48,"Male",4721,16297892,28.97,"2015-2022","Total"
49,"Female",1634,16606551,9.84,"2015-2022","Total"
49,"Male",4721,16443022,28.71,"2015-2022","Total"
50,"Female",1589,16795617,9.46,"2015-2022","Total"
50,"Male",4756,16613222,28.63,"2015-2022","Total"
51,"Female",1687,16976986,9.94,"2015-2022","Total"
51,"Male",4880,16746214,29.15,"2015-2022","Total"
52,"Female",1792,17046542,10.52,"2015-2022","Total"
52,"Male",5043,16741525,30.13,"2015-2022","Total"
53,"Female",1786,17152303,10.41,"2015-2022","Total"
53,"Male",5078,16763846,30.29,"2015-2022","Total"
54,"Female",1810,17360641,10.43,"2015-2022","Total"
54,"Male",5165,16878202,30.6,"2015-2022","Total"
55,"Female",1721,17586635,9.79,"2015-2022","Total"
55,"Male",5120,17009706,30.1,"2015-2022","Total"
56,"Female",1766,17733809,9.96,"2015-2022","Total"
56,"Male",5157,17074162,30.21,"2015-2022","Total"
57,"Female",1681,17843937,9.42,"2015-2022","Total"
57,"Male",5377,17095141,31.45,"2015-2022","Total"
58,"Female",1746,17857754,9.78,"2015-2022","Total"
58,"Male",5130,17027936,30.12,"2015-2022","Total"
59,"Female",1545,17711708,8.72,"2015-2022","Total"
59,"Male",5041,16801970,30,"2015-2022","Total"
60,"Female",1497,17492742,8.56,"2015-2022","Total"
60,"Male",4804,16497452,29.12,"2015-2022","Total"
61,"Female",1433,17222845,8.32,"2015-2022","Total"
61,"Male",4739,16130841,29.38,"2015-2022","Total"
62,"Female",1267,16874683,7.51,"2015-2022","Total"
62,"Male",4324,15694325,27.56,"2015-2022","Total"
63,"Female",1236,16475474,7.5,"2015-2022","Total"
63,"Male",3936,15212613,25.88,"2015-2022","Total"
64,"Female",1210,16044774,7.54,"2015-2022","Total"
64,"Male",3819,14697690,25.98,"2015-2022","Total"
65,"Female",1035,15559147,6.65,"2015-2022","Total"
65,"Male",3624,14140668,25.63,"2015-2022","Total"
66,"Female",955,15068284,6.34,"2015-2022","Total"
66,"Male",3394,13595233,24.97,"2015-2022","Total"
67,"Female",926,14641057,6.33,"2015-2022","Total"
67,"Male",3349,13128543,25.51,"2015-2022","Total"
68,"Female",898,14333920,6.27,"2015-2022","Total"
68,"Male",3237,12780195,25.33,"2015-2022","Total"
69,"Female",840,13591800,6.18,"2015-2022","Total"
69,"Male",3125,12036494,25.96,"2015-2022","Total"
70,"Female",739,12881422,5.73,"2015-2022","Total"
70,"Male",3002,11319183,26.52,"2015-2022","Total"
71,"Female",682,12223224,5.58,"2015-2022","Total"
71,"Male",2761,10650322,25.93,"2015-2022","Total"
72,"Female",611,11659399,5.24,"2015-2022","Total"
72,"Male",2718,10078957,26.97,"2015-2022","Total"
73,"Female",575,11015831,5.22,"2015-2022","Total"
73,"Male",2747,9457523,29.05,"2015-2022","Total"
74,"Female",539,10292166,5.24,"2015-2022","Total"
74,"Male",2564,8733281,29.36,"2015-2022","Total"
75,"Female",476,9526894,5,"2015-2022","Total"
75,"Male",2640,7972386,33.12,"2015-2022","Total"
76,"Female",445,8646414,5.15,"2015-2022","Total"
76,"Male",2358,7108177,33.17,"2015-2022","Total"
77,"Female",400,8170518,4.89,"2015-2022","Total"
77,"Male",2309,6617943,34.9,"2015-2022","Total"
78,"Female",354,7665736,4.62,"2015-2022","Total"
78,"Male",2214,6106800,36.26,"2015-2022","Total"
79,"Female",334,7151472,4.67,"2015-2022","Total"
79,"Male",2111,5592922,37.75,"2015-2022","Total"
80,"Female",271,6588940,4.11,"2015-2022","Total"
80,"Male",1934,5037857,38.39,"2015-2022","Total"
81,"Female",265,6104635,4.35,"2015-2022","Total"
81,"Male",1784,4555978,39.16,"2015-2022","Total"
82,"Female",210,5685681,3.69,"2015-2022","Total"
82,"Male",1724,4132721,41.72,"2015-2022","Total"
83,"Female",205,5295634,3.87,"2015-2022","Total"
83,"Male",1605,3740757,42.91,"2015-2022","Total"
84,"Female",196,4921087,3.98,"2015-2022","Total"
84,"Male",1500,3365918,44.57,"2015-2022","Total"
